,Date,maxtemp,mintemp,pressure,humidity,mean wind speed,weather,cloud
18,13.12.2020,32.0,23.0,753.6,89.0,3.3125,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 750 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
19,12.12.2020,37.0,26.0,751.3,89.0,4.041666666666667,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
20,11.12.2020,35.0,23.0,755.1,84.0,3.3125,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 750 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
21,10.12.2020,34.0,27.0,747.5,94.0,2.8541666666666665,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
22,09.12.2020,36.0,28.0,751.3,89.0,5.166666666666667,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
23,08.12.2020,32.0,27.0,746.7,94.0,3.6458333333333335,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
24,07.12.2020,36.0,29.0,750.5,94.0,3.723404255319149,Haze,Scattered clouds (40-50%) 540 m
25,06.12.2020,34.0,28.0,751.3,89.0,2.4615384615384617,Haze,Few clouds (10-30%) 540 m
26,05.12.2020,27.0,24.0,748.2,94.0,3.4680851063829787,Light rain,"Scattered clouds (40-50%) 450 m, overcast (100%) 2700 m"
27,04.12.2020,33.0,27.0,749.8,94.0,2.9791666666666665,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
28,03.12.2020,36.0,29.0,751.3,84.0,1.8085106382978724,Haze,"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 3000 m"
29,02.12.2020,32.0,24.0,752.8,94.0,2.5416666666666665,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
30,01.12.2020,33.0,27.0,750.5,89.0,3.4693877551020407,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
31,30.11.2020,34.0,25.0,751.3,94.0,1.9166666666666667,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
32,29.11.2020,31.0,25.0,752.8,94.0,1.5625,Haze,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
33,28.11.2020,30.0,24.0,755.1,94.0,2.3877551020408165,Haze,"Scattered clouds (40-50%) 450 m, few clouds (10-30%) 750 m, cumulonimbus clouds , overcast (100%) 2700 m"
34,27.11.2020,37.0,27.0,755.1,94.0,1.5416666666666667,Haze,Few clouds (10-30%) 600 m
35,26.11.2020,33.0,25.0,755.9,89.0,1.9166666666666667,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
36,25.11.2020,34.0,27.0,751.3,94.0,2.5106382978723403,Haze,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
37,24.11.2020,29.0,19.0,759.3,94.0,1.9787234042553192,Haze,No Significant Clouds
38,23.11.2020,32.0,22.0,758.7,89.0,1.875,Haze,Few clouds (10-30%) 600 m
39,22.11.2020,31.0,22.0,757.9,94.0,1.2291666666666667,Haze,No Significant Clouds
40,21.11.2020,32.0,24.0,757.9,94.0,1.1914893617021276,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 750 m"
41,20.11.2020,27.0,13.0,759.3,88.0,1.5208333333333333,Mist,No Significant Clouds
42,19.11.2020,28.0,19.0,760.1,78.0,1.1458333333333333,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
43,18.11.2020,27.0,18.0,759.3,94.0,1.3333333333333333,Haze,No Significant Clouds
44,17.11.2020,28.0,15.0,760.1,77.0,1.125,Haze,No Significant Clouds
45,16.11.2020,24.0,13.0,758.6,88.0,2.28,Haze,No Significant Clouds
46,15.11.2020,26.0,12.0,763.1,72.0,1.4791666666666667,Haze,No Significant Clouds
47,14.11.2020,25.0,14.0,763.9,88.0,1.7708333333333333,Haze,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
48,13.11.2020,27.0,15.0,757.8,88.0,1.2083333333333333,Mist,No Significant Clouds
49,12.11.2020,28.0,12.0,760.1,88.0,1.3541666666666667,Haze,No Significant Clouds
50,11.11.2020,22.0,13.0,761.6,88.0,1.9583333333333333,Haze,No Significant Clouds
51,10.11.2020,36.0,21.0,755.1,78.0,2.183673469387755,Haze,No Significant Clouds
52,09.11.2020,27.0,14.0,759.3,88.0,1.8541666666666667,Haze,No Significant Clouds
53,08.11.2020,31.0,20.0,757.9,88.0,1.0625,Haze,No Significant Clouds
54,07.11.2020,34.0,27.0,753.6,84.0,6.1875,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
55,06.11.2020,30.0,20.0,757.4,78.0,2.5918367346938775,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
56,05.11.2020,34.0,25.0,755.9,89.0,3.5833333333333335,Haze,Scattered clouds (40-50%) 540 m
57,04.11.2020,37.0,24.0,755.1,70.0,2.7916666666666665,Haze,No Significant Clouds
58,03.11.2020,35.0,23.0,755.9,83.0,3.723404255319149,Haze,Few clouds (10-30%) 600 m
59,02.11.2020,35.0,25.0,754.3,79.0,3.0784313725490198,Haze,Few clouds (10-30%) 600 m
60,01.11.2020,35.0,28.0,753.6,84.0,4.5,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
61,31.10.2020,32.0,21.0,755.1,94.0,1.9574468085106382,Haze,Scattered clouds (40-50%) 540 m
62,30.10.2020,36.0,25.0,752.0,89.0,5.3125,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
63,29.10.2020,34.0,23.0,753.6,94.0,2.8541666666666665,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
64,28.10.2020,35.0,23.0,752.8,89.0,5.041666666666667,Haze,Few clouds (10-30%) 600 m
65,27.10.2020,37.0,25.0,753.6,89.0,3.6041666666666665,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
66,26.10.2020,31.0,27.0,747.5,94.0,2.625,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2700 m"
67,25.10.2020,35.0,26.0,750.5,84.0,4.895833333333333,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
68,24.10.2020,32.0,27.0,747.5,89.0,3.872340425531915,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
69,23.10.2020,37.0,27.0,750.5,60.0,4.291666666666667,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
70,22.10.2020,36.0,28.0,750.5,89.0,1.5918367346938775,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2700 m"
71,21.10.2020,30.0,24.0,750.5,94.0,3.9166666666666665,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
72,20.10.2020,34.0,27.0,749.0,94.0,3.0208333333333335,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
73,19.10.2020,36.0,31.0,749.8,89.0,1.653061224489796,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
74,18.10.2020,32.0,25.0,752.0,94.0,2.2448979591836733,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
75,17.10.2020,29.0,26.0,750.5,94.0,3.5510204081632653,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
76,16.10.2020,34.0,26.0,750.5,94.0,2.6122448979591835,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
77,15.10.2020,32.0,25.0,754.3,94.0,1.0,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
78,14.10.2020,33.0,26.0,754.3,84.0,2.5,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
79,13.10.2020,37.0,28.0,755.9,79.0,2.4583333333333335,Haze,Few clouds (10-30%) 600 m
80,12.10.2020,34.0,26.0,755.9,94.0,1.6041666666666667,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 750 m"
81,11.10.2020,34.0,27.0,751.3,94.0,2.25,Haze,"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 3000 m"
82,10.10.2020,30.0,20.0,758.6,88.0,1.9795918367346939,Haze,Few clouds (10-30%) 600 m
83,09.10.2020,32.0,23.0,758.7,94.0,1.44,Haze,Few clouds (10-30%) 600 m
84,08.10.2020,31.0,22.0,757.9,94.0,2.25531914893617,Haze,No Significant Clouds
85,07.10.2020,32.0,24.0,757.4,94.0,1.7608695652173914,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 750 m"
86,06.10.2020,27.0,15.0,759.3,83.0,1.86,Haze,No Significant Clouds
87,05.10.2020,27.0,16.0,759.3,94.0,1.25,Haze,No Significant Clouds
88,04.10.2020,27.0,18.0,760.1,83.0,1.489795918367347,Haze,No Significant Clouds
89,03.10.2020,27.0,16.0,759.3,77.0,0.6666666666666666,Haze,No Significant Clouds
90,02.10.2020,24.0,13.0,757.8,88.0,2.625,Mist,No Significant Clouds
91,01.10.2020,25.0,11.0,763.1,82.0,0.8367346938775511,Mist,No Significant Clouds
92,30.09.2020,18.0,15.0,762.4,94.0,2.25531914893617,Light rain,"Scattered clouds (40-50%) 450 m, overcast (100%) 2700 m"
93,29.09.2020,31.0,14.0,758.6,88.0,1.4791666666666667,Smoke,No Significant Clouds
94,28.09.2020,29.0,12.0,762.4,82.0,1.5625,Haze,No Significant Clouds
95,27.09.2020,22.0,11.0,763.1,77.0,1.875,Haze,No Significant Clouds
96,26.09.2020,37.0,24.0,754.3,69.0,2.6041666666666665,Haze,No Significant Clouds
97,25.09.2020,28.0,15.0,755.9,83.0,1.0208333333333333,Haze,No Significant Clouds
98,24.09.2020,29.0,19.0,757.8,94.0,2.7111111111111112,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
99,23.09.2020,36.0,27.0,753.6,84.0,5.6875,Haze,No Significant Clouds
100,22.09.2020,34.0,21.0,756.6,62.0,2.0416666666666665,Haze,No Significant Clouds
101,21.09.2020,35.0,25.0,755.9,89.0,3.8125,Haze,Scattered clouds (40-50%) 600 m
102,20.09.2020,36.0,26.0,754.3,89.0,1.625,Haze,Few clouds (10-30%) 3000 m
103,19.09.2020,36.0,27.0,756.6,89.0,4.229166666666667,Haze,Few clouds (10-30%) 600 m
104,18.09.2020,33.0,24.0,754.3,89.0,3.148936170212766,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
105,17.09.2020,30.0,24.0,753.6,94.0,4.458333333333333,Light rain,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
106,16.09.2020,32.0,23.0,754.3,94.0,1.1875,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
107,15.09.2020,37.0,29.0,750.5,84.0,6.208333333333333,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
108,14.09.2020,36.0,27.0,752.0,94.0,4.0,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
109,13.09.2020,35.0,25.0,752.0,94.0,3.0816326530612246,Haze,"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 3000 m"
110,12.09.2020,36.0,26.0,753.6,94.0,3.125,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
111,11.09.2020,33.0,27.0,748.2,94.0,3.2083333333333335,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2700 m"
112,10.09.2020,32.0,26.0,749.8,94.0,3.5,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
113,09.09.2020,33.0,26.0,749.0,94.0,3.148936170212766,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
114,08.09.2020,36.0,26.0,749.8,94.0,2.875,Haze,Few clouds (10-30%) 600 m
115,07.09.2020,32.0,27.0,749.0,94.0,1.8541666666666667,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2700 m"
116,06.09.2020,33.0,26.0,749.8,94.0,2.938775510204082,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
117,05.09.2020,33.0,27.0,748.2,89.0,2.5833333333333335,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2700 m"
118,04.09.2020,37.0,30.0,746.7,94.0,1.6875,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
119,03.09.2020,34.0,26.0,752.0,89.0,2.204081632653061,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2700 m"
120,02.09.2020,33.0,26.0,752.0,94.0,2.8333333333333335,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
121,01.09.2020,31.0,26.0,749.8,94.0,2.693877551020408,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
122,31.08.2020,34.0,27.0,755.9,94.0,1.875,Haze,Few clouds (10-30%) 600 m
123,30.08.2020,32.0,27.0,753.6,89.0,1.9591836734693877,Haze,Few clouds (10-30%) 600 m
124,29.08.2020,37.0,29.0,755.9,79.0,2.5,Haze,Few clouds (10-30%) 600 m
125,28.08.2020,33.0,24.0,755.9,94.0,2.391304347826087,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
126,27.08.2020,32.0,27.0,752.8,94.0,1.375,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
127,26.08.2020,31.0,19.0,757.8,94.0,1.9166666666666667,Haze,No Significant Clouds
128,25.08.2020,33.0,24.0,758.7,79.0,1.3125,Haze,No Significant Clouds
129,24.08.2020,31.0,23.0,757.9,89.0,1.4166666666666667,Haze,Scattered clouds (40-50%) 3000 m
130,23.08.2020,32.0,25.0,757.9,70.0,1.872340425531915,Haze,No Significant Clouds
131,22.08.2020,27.0,16.0,760.1,88.0,1.7959183673469388,Mist,No Significant Clouds
132,21.08.2020,28.0,15.0,759.3,94.0,1.1458333333333333,Haze,No Significant Clouds
133,20.08.2020,26.0,15.0,761.6,88.0,1.1702127659574468,Haze,No Significant Clouds
134,19.08.2020,29.0,16.0,758.6,83.0,0.20833333333333334,Haze,No Significant Clouds
135,18.08.2020,21.0,11.0,760.1,88.0,2.3617021276595747,Mist,No Significant Clouds
136,17.08.2020,24.0,11.0,763.1,88.0,1.6122448979591837,Mist,No Significant Clouds
137,16.08.2020,19.0,15.0,760.1,94.0,0.7916666666666666,Mist,"Scattered clouds (40-50%) 540 m, overcast (100%) 3000 m"
138,15.08.2020,31.0,18.0,757.8,94.0,2.14,Haze,No Significant Clouds
139,14.08.2020,29.0,15.0,762.4,68.0,1.4166666666666667,Haze,No Significant Clouds
140,13.08.2020,24.0,11.0,760.8,47.0,1.375,Haze,No Significant Clouds
141,12.08.2020,36.0,22.0,754.3,83.0,2.0833333333333335,Haze,No Significant Clouds
142,11.08.2020,28.0,21.0,755.8,79.0,2.4583333333333335,Mist,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
143,10.08.2020,29.0,19.0,756.6,88.0,2.8085106382978724,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
144,09.08.2020,34.0,27.0,753.6,84.0,5.625,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
145,08.08.2020,35.0,25.0,755.9,89.0,3.3877551020408165,Haze,No Significant Clouds
146,07.08.2020,34.0,26.0,756.6,94.0,4.729166666666667,Haze,Scattered clouds (40-50%) 540 m
147,06.08.2020,37.0,25.0,757.4,74.0,1.75,Haze,No Significant Clouds
148,05.08.2020,37.0,27.0,755.1,84.0,4.25,Haze,Few clouds (10-30%) 600 m
149,04.08.2020,34.0,26.0,755.1,59.0,3.9574468085106385,Haze,Few clouds (10-30%) 600 m
150,03.08.2020,28.0,24.0,752.8,94.0,5.125,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
151,02.08.2020,35.0,25.0,755.1,94.0,1.6382978723404256,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 3000 m"
152,01.08.2020,37.0,30.0,749.8,79.0,6.4375,Haze,Few clouds (10-30%) 600 m
153,31.07.2020,36.0,28.0,749.8,84.0,3.3043478260869565,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
154,30.07.2020,35.0,27.0,751.3,79.0,4.319148936170213,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
155,29.07.2020,36.0,25.0,753.6,94.0,4.212765957446808,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 750 m"
156,28.07.2020,33.0,28.0,748.2,89.0,3.2708333333333335,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2700 m"
157,27.07.2020,33.0,25.0,749.8,94.0,3.1458333333333335,Haze,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
158,26.07.2020,35.0,27.0,749.0,94.0,3.125,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
159,25.07.2020,35.0,29.0,749.8,94.0,2.1914893617021276,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
160,24.07.2020,34.0,27.0,748.2,89.0,2.142857142857143,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
161,23.07.2020,35.0,26.0,749.0,94.0,2.4583333333333335,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
162,22.07.2020,33.0,27.0,747.5,89.0,1.574468085106383,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
163,21.07.2020,30.0,25.0,743.7,94.0,1.9166666666666667,Light rain,"Scattered clouds (40-50%) 450 m, few clouds (10-30%) 900 m, cumulonimbus clouds , overcast (100%) 2400 m"
164,20.07.2020,36.0,28.0,753.6,84.0,2.326530612244898,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
165,19.07.2020,34.0,26.0,751.3,94.0,1.4680851063829787,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
166,18.07.2020,32.0,27.0,749.8,89.0,3.130434782608696,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
167,17.07.2020,34.0,28.0,755.9,94.0,1.7291666666666667,Haze,Few clouds (10-30%) 600 m
168,16.07.2020,35.0,26.0,755.1,94.0,1.3191489361702127,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 750 m"
169,15.07.2020,38.0,27.0,756.6,89.0,1.7916666666666667,Haze,Few clouds (10-30%) 600 m
170,14.07.2020,33.0,26.0,755.9,94.0,2.1458333333333335,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
171,13.07.2020,33.0,26.0,753.6,94.0,1.425531914893617,Haze,"Few clouds (10-30%) 540 m, scattered clouds (40-50%) 3000 m"
172,12.07.2020,32.0,21.0,759.4,83.0,2.0208333333333335,Haze,Few clouds (10-30%) 600 m
173,11.07.2020,33.0,25.0,758.7,84.0,2.3333333333333335,Haze,No Significant Clouds
174,10.07.2020,32.0,22.0,757.9,94.0,1.2916666666666667,Haze,No Significant Clouds
175,09.07.2020,30.0,22.0,757.9,45.0,1.8541666666666667,Haze,Scattered clouds (40-50%) 3000 m
176,08.07.2020,27.0,17.0,759.3,88.0,1.2340425531914894,Mist,No Significant Clouds
177,07.07.2020,27.0,15.0,760.8,83.0,1.7551020408163265,Haze,No Significant Clouds
178,06.07.2020,26.0,15.0,761.6,94.0,2.5,Haze,No Significant Clouds
179,05.07.2020,28.0,16.0,758.6,88.0,0.1276595744680851,Haze,No Significant Clouds
180,04.07.2020,22.0,10.0,758.6,88.0,1.8571428571428572,Mist,No Significant Clouds
181,03.07.2020,25.0,10.0,762.4,82.0,2.1666666666666665,Haze,No Significant Clouds
182,02.07.2020,19.0,14.0,760.1,94.0,1.3541666666666667,Mist,Few clouds (10-30%) 600 m
183,01.07.2020,29.0,20.0,759.3,100.0,1.6862745098039216,Haze,No Significant Clouds
184,30.06.2020,27.0,14.0,762.4,72.0,1.875,Haze,No Significant Clouds
185,29.06.2020,25.0,15.0,760.1,77.0,0.8125,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
186,28.06.2020,35.0,23.0,757.9,94.0,3.0625,Haze,Few clouds (10-30%) 600 m
187,27.06.2020,29.0,21.0,754.3,94.0,2.4375,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
188,26.06.2020,29.0,17.0,758.6,94.0,2.5918367346938775,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
189,25.06.2020,33.0,27.0,754.3,84.0,5.319148936170213,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
190,24.06.2020,36.0,25.0,753.6,89.0,4.354166666666667,Haze,Few clouds (10-30%) 600 m
191,23.06.2020,33.0,25.0,755.9,89.0,4.291666666666667,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
192,22.06.2020,37.0,28.0,757.4,94.0,2.127659574468085,Haze,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 3000 m"
193,21.06.2020,37.0,27.0,754.3,89.0,5.0625,Haze,Few clouds (10-30%) 600 m
194,20.06.2020,37.0,27.0,755.1,63.0,5.680851063829787,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
195,19.06.2020,37.0,24.0,755.1,94.0,3.6666666666666665,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
196,18.06.2020,35.0,25.0,755.1,94.0,3.2708333333333335,Haze,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
197,17.06.2020,37.0,28.0,749.8,84.0,5.588235294117647,Haze,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m"
198,16.06.2020,34.0,28.0,753.6,89.0,2.7708333333333335,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
199,15.06.2020,32.0,25.0,750.5,94.0,3.75,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
200,14.06.2020,36.0,25.0,752.0,94.0,4.51063829787234,Haze,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 750 m"
201,13.06.2020,32.0,28.0,748.2,84.0,3.0,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 2700 m"
202,12.06.2020,30.0,26.0,749.0,94.0,2.3181818181818183,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
203,11.06.2020,33.0,27.0,746.7,94.0,2.0208333333333335,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
204,10.06.2020,32.0,26.0,747.5,94.0,2.3043478260869565,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 2700 m"
205,09.06.2020,34.0,26.0,747.5,94.0,2.2448979591836733,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
206,08.06.2020,32.0,27.0,749.0,94.0,2.0408163265306123,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
207,07.06.2020,36.0,27.0,746.0,94.0,2.3541666666666665,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
208,06.06.2020,30.0,27.0,743.7,94.0,3.5531914893617023,Haze,"Scattered clouds (40-50%) 540 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m"
209,05.06.2020,34.0,28.0,753.6,89.0,2.34,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 3000 m"
210,04.06.2020,34.0,27.0,749.0,94.0,2.872340425531915,Haze,"Scattered clouds (40-50%) 540 m, broken clouds (60-90%) 3000 m"
211,03.06.2020,33.0,27.0,749.0,94.0,3.625,Haze,"Scattered clouds (40-50%) 540 m, scattered clouds (40-50%) 750 m"
212,02.06.2020,35.0,29.0,753.6,94.0,2.9375,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
213,01.06.2020,32.0,24.0,754.3,89.0,2.25,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
214,31.05.2020,35.0,26.0,757.4,94.0,1.5208333333333333,Haze,Few clouds (10-30%) 600 m
215,30.05.2020,33.0,25.0,756.6,94.0,1.6938775510204083,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
216,29.05.2020,32.0,27.0,753.6,94.0,0.9791666666666666,Haze,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m"
217,28.05.2020,32.0,22.0,758.7,89.0,2.2916666666666665,Haze,Few clouds (10-30%) 600 m
